index,sent,ref_anim,ref_case,distance(clauses),conflict,num,word,tag,features,head,pron_func,pron_case,inf_str,corpus,comments
337,"# text = Tu upoutaly spíše cyklotrialové závody než Ortenovo vrstevnické vyznání: Dotkni se, chceš- li/ Ucítíš, jak trvá/ Všeliká hr?za a všeliké št?stí.",,,,,1,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,2,obj,4,,PDT,
338,"# text = O tom z vedlejší vsi se traduje, že nejrad?ji loví psy, a? už zatoulané, anebo ty s obojkem a známkou.",a,,,,19,ty,PDMP4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,16,conj,4,,PDT,
340,"# text = P?ipadá mi, že je pouze otázkou ?asu, kdy si takového najme n?kdo, komu myslivec ze sousední vsi sejmul ?ty?nohého p?ítele anebo ten náš ko?ku.",,,,,25,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,21,conj,1,,PDT,
341,"# text = Ten se sice v zá?í 1993 stal vít?zem výb?rového ?ízení na privatizaci n. p. SPN, ovšem ?ástku 170 milion? K?, kterou za podnik nabízel, p?es opakované výzvy dodnes nezaplatil.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
342,# text = Ten celou ?ástku chce na podniku okamžit? uhradit.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
343,"# text = Klí?em tohoto zp?sobu privatizace je díra v zákon? o velké privatizaci: ten sice zakazuje prodej majetku státního podniku v pr?b?hu privatizace, ale povoluje zastavit jeho nemovitý majetek, ?ekl ?editel Platzer.",,,,,13,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,15,nsubj,1,,PDT,
344,# text = Ten odborníci ozna?ují za ojedin?lý.,i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,3,obj,4,,PDT,
345,# text = Ti ošet?ení nepot?ebovali.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
346,# text = Ten už ho však nem?l.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
347,"# text = A v té samoz?ejm? i partner bude vyžadovat to i ono ministerstvo, v?etn? n?kterého klí?ového.",,,,,3,té,PDFS6----------,Case=Loc|Gender=Fem|Number=Sing|PronType=Dem,8,obl,6,,PDT,
348,"# text = Strana se netají tím, že je závislá na druhých hlasech p?ívrženc? CDU/ CSU, kte?í v?dí, že bez FDP jejich strana nem?že z?stat u moci- leda ve velké koalici, a ta je dalším strašákem této volební kampan?.",,,,,36,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,39,nsubj,1,,PDT,
349,"# text = Po tradi?n? pomalém rozjezdu na motýlek, kdy kon?ila sedmá, se na prsa?ském úseku vypracovala na šestou pozici a tu udržela až do cíle.",,,,,21,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,22,obj,4,,PDT,
350,"# text = ?ížkovu bombu vyrazil branká? Malty p?ed sebe, Onderka našel Lokvence, a ten skóroval.",,,,yes,14,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,15,nsubj,1,,PDT,
351,"# text = Brzy po penalt? byl Do?kal vykázán ze h?išt?, k tomu ?íká: Rozhod?ího jsem neurazil, jen jsem ?ekl' hele ten obrátil'.",,,,,23,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,24,nsubj,1,,PDT,
352,# text = Ten vymyslel pro kapelu nové jméno The Pink Floyd Sound a stal se v?d?í osobností.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
353,"# text = V té od Tostiho Dvorský v polohlasu ukázal i podmanivost svého nenamáhaného spodn?jšího rejst?íku a ve slavné Granad?, zpívané zcela naplno, opravdový švih a tah.",,,,,2,té,PDFS6----------,Case=Loc|Gender=Fem|Number=Sing|PronType=Dem,8,obl,6,,PDT,
354,"# text = Ten byl vypsán jako cena pro vít?ze sout?že, která se v?era ve?er uskute?nila p?i výborné atmosfé?e a krásné divácké návšt?v? na jablonecké St?elnici.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj:pass,1,,PDT,
355,"# text = Ta už ve Flushing Meadows p?ed ?ty?mi roky triumfovala, ale pak ustrnula a posledních 40 turnaj? vyšla naprázdno bez titulu.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,9,nsubj,1,,PDT,
356,"# text = Ta bude do ME 1996 s opcí na další dva roky dodávat ?eským reprezenta?ním tým?m po?ínaje výb?rem do 18 let a kon?e á?kem sportovní oble?ení, obutí i mí?e.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,12,nsubj,1,,PDT,
357,"# text = Zástavu p?evádí následn? KB na Taliána, jelikož ten se zavázal, že dluh nakladatelství u banky vyrovná.",,,,,9,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,11,nsubj,1,,PDT,
358,"# text = Ten cht?l, aby podnik celou ?ástku okamžit? uhradil.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
359,"# text = Ten je také osobou, která by na starostu Popelku mohla podat trestní oznámení pro ma?ení p?ípravy nebo pr?b?hu voleb do orgán? místní samosprávy.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
360,# text = P?edm?t darovací dan? upravuje § 6 a ani ten žádnou takovou povinnost nezakládá.,,,,,9,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,13,nsubj,1,,PDT,
361,# text = Ten tak mohl p?i ne?ekan? vysoké inflaci z vkladu vycouvat bez nezhojitelných šrám?.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
362,"# text = Ta by jednak upravovala kategorie výdaj? (jakým zp?sobem regulovat mimorozpo?tové státní výdaje, zda a jak umožnit déledobé splácení velkých kapitálových investic), p?edevším by však omezovala moc státu ve vypisování a úpravách da?ových zákon? v?etn? rozši?ování da?ového základu.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
363,"# text = Ta Aeru pomohla dodávkou avioniky, technickou pomocí, výhodným úv?rem, p?edevším však pr?nikem na thajský trh.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
364,# text = Ti se nyní (stejn? jako Geologický ú?ad) m?li vyst?hovat a n?kte?í ob?ané to pochopili jako znárod?ovací akt.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,10,nsubj,1,,PDT,
365,# text = Ta p?irozen? z?stává i nadále v nabídce pro náro?né zákazníky.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
366,# text = Ta m?la po?átkem osmdesátých let na dvacet repríz.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
367,"# text = Cht?l bych, aby se ten náš stal tradicí a uvedl v život obdobnou p?ehlídku ?eské kinematografie ve Francii, poznamenal um?lecký ?editel pardubické p?ehlídky Jaromír Knittl.",,,,,7,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,9,nsubj,1,,PDT,
368,# text = Jeho p?ísp?vková organizace X Trade (tu nový ministr Antonín Baudyš zrušil) dojednala nap?íklad se zahrani?ní firmou kontrakt na modernizaci telefonní sít? ministerstva.,,,,,7,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,12,obj,4,,PDT,
369,"# text = Podobn? je to s telefonem: ve vsi jsou dv? stanice, ta v zem?d?lském družstvu je p?ístupná jen ve dne.",,,,,13,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,18,nsubj,1,,PDT,
370,"# text = Policii, tu obdivuji",,,,,3,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,1,appos,4,,PDT,
371,# text = Ten ji zajímá jen málo.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
372,# text = Ta p?išla a sepsala protokol.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
373,# text = Ta ho nechá jít.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
374,"# text = Ti také rozhodovali, kolik a jakých zpráv nám procedí.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
375,"# text = A ty nemusí být totožné s momentálními zájmy jednotlivých skupin, a? jsou to podnikatelé, spot?ebitelé nebo odborá?i.",i,,,,2,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
376,# text = Ty by m?ly soudu k rozhodnutí sta?it.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
377,"# text = Ten p?edevším varoval p?edáka haitské vojenské vlády generála Raoula Cédrase a jeho stoupence, že americká vojska budou na Haiti vyslána v každém p?ípad?, a? již formou invaze nebo jiným zp?sobem.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
378,"# text = Ten je však úro?en pohyblivou úrokovou sazbou, která v sou?asnosti ?iní 9 až 10% ro?n?.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj:pass,1,,PDT,
379,"# text = Protože kdo vyhlásí nižší cenu, toho navštíví bandita a pohrozí mu n??ím, když své ceny nevyrovná s okolními.",a,,,,7,toho,PDMS4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,8,obj,4,,PDT,
380,"# text = Ti spolu s irskými unionisty odpov?d?li krutým terorem, který v Ulsteru p?erostl v pogromy na katolíky.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,6,nsubj,1,,PDT,
381,"# text = Ideální by podle Vacka bylo, kdyby Sparta sv?j stadión na den zápasu svazu odprodala a ten by utkání ve své režii zorganizoval.",,,,,18,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,24,nsubj,1,,PDT,
382,"# text = ?tená?e jist? upoutá autor?v živý, strhující styl, ten je však jediným pozitivem knihy.",,,,,10,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,14,nsubj,1,,PDT,
383,"# text = Nep?esný je rovn?ž údaj o desátku ze st?íbrných dol?, ten slíbil Jan Lucemburský roku 1341 - nikoli až v roce 1344 p?i založení katedrály.",i,,,,11,ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,12,obj,4,,PDT,
384,# text = Ti jsou v jeho zdech také poh?beni (Porta coeli znamená Brána nebes).,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,7,nsubj,1,,PDT,
385,"# text = Ten má spojitost s celkovou legislativní situací, kdy sice stát církev platí a uplat?uje v??i ní jistá práva, podle jiných zákon? se však už p?edjímá situace, která nastane až po odluce církve od státu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
386,"# text = A i kdyby byla a my m?li p?ed o?ima všechny její údaje a ty op?t vyzn?ly v duchu, který T?eštík zastává - kdyby všichni, kdo žili v tomto století, vyznali, že p?išli o iluze, je to snad poslední pravda o jejich životech?",i,,,,15,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,17,nsubj,1,,PDT,
387,"# text = Ty jsou na konkrétních osobách nezávislé, berou v úvahu logiku vlastní doby i projevy ?asto nelogické nutnosti.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,6,nsubj,1,,PDT,
388,"# text = Vnit?ním samospádem principu ""skrze zviditeln?ní jedince zviditelnit tu a tu politickou stranu ?i stát sám"", se popularita stává nejen funkcionální složkou politiky, nejen jejím smyslem, ale dokonce rozhodující složkou nápln? politické ?innosti.",,,,,11,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,9,conj,4,,PDT,
389,# text = Ti se nyní chystají vést kampa? proti Castrovu režimu z Irska.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
390,# text = Ten by m?l být p?edložen vládám v Londýn? a v Dublinu k dalšímu posouzení.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
391,# text = Ten ale zatím neexistuje.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
392,"# text = Ji?í Wonka je od b?ezna 1994 stíhán pro útok na ve?ejného ?initele, kterého se m?l dopustit tím, že urážel soudkyni, která v roce 1988 odsoudila jeho bratra, a ten ve v?znici v p?tat?iceti letech zem?el.",,,,,33,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,39,nsubj,1,,PDT,
393,# text = Zatím o p?ijetí adept? advokacie rozhoduje advokátní komora a ta také vede jejich seznam.,,,,,10,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,12,nsubj,1,,PDT,
394,"# text = ""Ty se místo od místa liší.",,,,,2,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,7,nsubj,1,,PDT,
395,# text = Ten by mohl ?init až 5000 korun.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
396,"# text = Ti, jak se vyjád?ili, jsou ochotni tolerovat bizony v biosférické rezervaci jen do?asn?, to jest s ohledem na p?íslib J. Rybáka, že v nejbližší dob? zví?ata p?emístí.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,8,nsubj,1,,PDT,
397,"# text = Ti již dlouho žádají radikální vojenské ?ešení v Chiapasu a necht?jí za žádnou cenu, aby jednání vyústilo v p?iznání správní autonomie pro Indiány a v konfiskaci pozemk? velkých vlastník?.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
398,# text = Ty byly jako tajné projednávány v úterý s vylou?ením ve?ejnosti.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj:pass,1,,PDT,
399,# text = Ty se pak nabízejí na ?erném trhu za polovi?ní cenu (zhruba 300 korun).,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj:pass,1,,PDT,
400,"# text = ""Berger s ?epkou jsou hrá?i á?ka, o tom není pochyb, ale pokud jde o Galáska a další hrá?e, ti pat?í do jedenadvacítky.",a,,,,23,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,24,nsubj,1,,PDT,
401,"# text = Ten, bez v?cné souvislosti, za?íná zhodnocením d?ív?jší publika?ní ?innosti L. Vaculíka.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
402,"# text = Pokud si ?tená? ponechá právo sám posoudit, co a v jakých souvislostech ?íká L. Vaculík, snadno pozná, že ten hovo?í o n??em jiném než pan p?edseda vlády.",,,,,23,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,24,nsubj,1,,PDT,
403,"# text = Ten m?že být nakonec rád, že je ušet?en pseudofilozofování o duši (na rozdíl od chystaného veledíla Rozhovor s upírem, kde nesmrtelní upí?i takto prožvaní celá staletí).",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
404,"# text = Ta dala své knize podtitul Moderní Prométheus a svého v?dce vid?la jako Bohem ztrestaného Titána, který to s lidstvem myslel dob?e.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
405,# text = V dlouhé ?ad? filmových Frankenstein? ten jeho vybledne (obzvláš? ve srovnání s první verzí z roku 1934 s Borisem Karloffem) a divák?m p?i n?m krev v žilách tuhnout nebude.,,,,,6,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,8,nsubj,1,,PDT,
406,# text = Ti si však zp?tn? podmi?ují právo zasahovat do dramaturgie akcí...,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
407,"# text = Anebo chce Moskva naopak p?edevším doma demonstrovat, že konflikty, jako ten v ?e?ensku, nikterak nelimitují její zahrani?n?politickou aktivitu - a to ani poté, co Rada Evropy pozastavila kv?li ?e?ensku projednávání p?ijetí Ruska za ?lena?",,,,,13,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,10,advcl,1,,PDT,
408,"# text = Ten se podle lo?ských údaj? z?ejm? už dostal z propadu let 1991-1993, nebo? vzájemné obraty vzrostly tém?? o 50 % a dosáhly hodnoty 2.5 mld. USD.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,8,nsubj,1,,PDT,
409,"# text = Tím, že vláda podpo?ila pouze nejk?iklav?jší p?ípad, vyhnula se i osobním tlak?m jednotlivých ministr? a poslanc? - pochopitelným snahám (každý je p?eci odn?kud ) protla?it do množiny odklepnutých žádostí i tu ""svou"".",,,,,34,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,28,obj,4,,PDT,
410,# text = Ty podle umíst?ní stanovišt? dosahují až šesti tisíc korun.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
411,# text = Ten v?era prost?ednictvím svého obhájce požádal senát M?stského soudu v Praze o propušt?ní z vazby.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
412,"# text = Ten spat?il ""na setinu vte?iny"" pachatele loupeže utíkat z místa ?inu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
413,"# text = Pozd?ji ho prý zahlédl na jiném míst? a upozornil na n?j policii, ta obžalovaného zadržela.",,,,,14,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,16,nsubj,1,,PDT,
414,"# text = Avšak i v osmdesátých letech tam drtivá v?tšina dospívajících v anketách uvedla, že ""se cht?jí stát otci, ale jinými, než byli ti jejich"".",a,,,,26,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,25,nsubj,1,,PDT,
415,"# text = ""Tu platí vždy ten, kdo ji vyžaduje.",,,,,2,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,3,obj,4,,PDT,
416,"# text = Tresty za dopravní p?estupky platí oby?ejn? na ty slušné, ale ti to až tak p?íliš nepot?ebují.",a,,,,12,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,17,nsubj,1,,PDT,
417,"# text = Našt?stí jsme bydleli ve druhém pat?e a k mojí poetické mamince nedoléhal obsah toho nad?jí plného jarního chóru: ""s tou nehraj, vona šulí, co kecáš, kreténe, vo kolik, na to se ti vyseru, máš jen hlin?nky, naval cín?nku, nešukej, vole, von neumí cvrnkat, jéžiš von šuká, trhni si, debile.""",,,,,22,tou,PDFS7----------,Case=Ins|Gender=Fem|Number=Sing|PronType=Dem,23,obj,7,,PDT,
418,"# text = Ten sice veškeré lidské chování determinoval zákonitostmi výrobních sil a výrobních prost?edk?, eschatologickou vizi však neopustil a zachoval v sob? ran? k?es?anskou jednotu d?jin.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
419,"# text = Avšak ze své prvotiny uvid?l tenkrát autor jen smlouvu: místo sbírky p?išel mnohaletý publika?ní zákaz, a tak se po n?kolika knížkách prozaických do?kal té básnické až roku 1991.",,,,,26,té,PDFS2----------,Case=Gen|Gender=Fem|Number=Sing|PronType=Dem,25,dep,2,,PDT,
420,# text = Ty jsou v knize nahrazeny letmými srovnáními s p?edními klavíristy našeho století.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
421,"# text = Na první pohled je obraz Miró?v odlišný od obrazu Ernstova, a ten zase od Massonova ?i Magrittova.",,,,,13,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,7,conj,1,,PDT,
422,"# text = Ti uvidí v Brn? t?i závody Open mistrovství ?eské republiky cestovních a formulových voz?, které vyšperkují seriálové souboje Peugeot 306 Cupu, ÖMV Ford Fiesta Cupu, VIP Matador Cupu (d?ív?jší Pohár osobností za volantem fiest), BMW Cupu, Ford Escort 2000 RS Cupu, Pick - up free style '95, formule Ford 1600 a n?meckého šampionátu formule Ford 1800, v n?mž se letos poprvé p?edstaví mladý Tomáš Enge.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
423,"# text = ?asté je p?esv?d?ení, že prakticky výhradn? se dá vyd?lat na tajných informacích o vnit?ní situaci podnik? a ty že jsou pro b?žného ?lov?ka nedostupné.",,,,,19,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,25,nsubj,1,,PDT,
424,"# text = Ti jim nabídli ú?ast na kandidátkách, ovšem pod podmínkou, že se stanou ?leny ?SSD.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
425,"# text = Potom je to otázka obsahu, a ten je zásadní - minulost je p?ekonána, nyní jde o obsah naší demokracie, o naše místo v Evrop? a ve sv?t?.",,,,,8,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,10,nsubj,1,,PDT,
426,# text = Ty ve svém d?sledku poškozují podle ODS obraz ?eské republiky v zahrani?í.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
427,"# text = V ?esko-n?meckých vztazích p?evažovaly dosud pravdy dv? - ta naše a ta jejich, a nebylo dost snahy nalézt interpretaci historie pro ob? strany p?ijatelnou.",,,,,11,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,8,appos,1,,PDT,
428,"# text = V ?esko-n?meckých vztazích p?evažovaly dosud pravdy dv? - ta naše a ta jejich, a nebylo dost snahy nalézt interpretaci historie pro ob? strany p?ijatelnou.",,,,,14,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,11,conj,1,,PDT,
429,"# text = Ta za n?j na za?átku sezóny nabídla 4 milióny dolar? poté, co jí dal dva góly.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
430,# text = Ten totiž rozhodl brankou v 57. minut? o nejt?sn?jším vít?zství Kaiserslauternu nad Leverkusenem 1:0.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
431,"# text = Ten byl v minulých letech jasnou jedni?kou ?eskoslovenské a posléze i ?eské reprezentace, ale letos se ješt? v žádném Buka?ov? výb?ru neobjevil.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
432,# text = Práv? ten by byl mohl mít p?i volbách pro PSD význam zásadní.,,,,,2,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
433,"# text = Tou se ostatn? vysv?tlují mimo?ádná vít?zství, kterých na bitevním poli dosáhli a zajistili si tak kontrolu na celé t?etin? Afghánistánu.",,,,,1,Tou,PDFS7----------,Case=Ins|Gender=Fem|Number=Sing|PronType=Dem,4,obl,7,,PDT,
434,"# text = Pohlednice rozdávají, ty jsou mi pak zasílány, a protože jsou n?které z nich bez podpisu, je možné, že je rozesílají sami.",,,,,4,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,8,nsubj:pass,1,,PDT,
435,"# text = Není tém?? nikdo, kdo bude mít základní d?chod p?esn? 50 % mzdy (nebo, jak ?íká vláda, 45 % v pr?m?ru), protože ti s nejmenší mzdou budou mít podle vládního návrhu d?chod ve výši 83 % posledního výd?lku, zatímco ti s nejvyšší mzdou pouze 27 %.",a,,,,28,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,33,nsubj,1,,PDT,
436,"# text = Není tém?? nikdo, kdo bude mít základní d?chod p?esn? 50 % mzdy (nebo, jak ?íká vláda, 45 % v pr?m?ru), protože ti s nejmenší mzdou budou mít podle vládního návrhu d?chod ve výši 83 % posledního výd?lku, zatímco ti s nejvyšší mzdou pouze 27 %.",a,,,,46,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,33,dep,1,,PDT,
437,"# text = Ten na sn?mu oznámil, že odchází z politického života.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
438,# text = Ty p?ivezla svatá Helena do ?íma roku 326 z Jeruzaléma.,i,,,,1,Ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,2,obj,4,,PDT,
439,"# text = Ta si stanovila podmínku, že v jednání s ministerstvem bude pokra?ovat jedin?, když nejpozd?ji do konce dubna bude p?i jednání s vládou u?in?n znatelný pokrok v ""?ešení systémových chyb koncepce a financování zdravotnictví.""",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
440,# text = Jinak p?edstavenstvo sjezdu svolá delegáty a ti rozhodnou o dalších opat?eních.,a,,,,7,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,8,nsubj,1,,PDT,
